id,target_word,context_string
d000.s012.t003,thought,stranger head seemingly sink start cross street light huge moving_van roar intersection
d000.s012.t004,start,stranger head seemingly sink thought cross street light huge moving_van roar intersection
d000.s012.t005,cross,stranger head seemingly sink thought start street light huge moving_van roar intersection
d000.s012.t006,street,stranger head seemingly sink thought start cross light huge moving_van roar intersection
d000.s012.t007,light,stranger head seemingly sink thought start cross street huge moving_van roar intersection
d000.s012.t008,huge,stranger head seemingly sink thought start cross street light moving_van roar intersection
d000.s012.t009,moving_van,stranger head seemingly sink thought start cross street light huge roar intersection
d000.s012.t010,roar,stranger head seemingly sink thought start cross street light huge moving_van intersection
d000.s012.t011,intersection,stranger head seemingly sink thought start cross street light huge moving_van roar
d000.s013.t000,brake,howl horn blare furiously man would hit phil n't call_out second
d000.s013.t001,howl,brake horn blare furiously man would hit phil n't call_out second
d000.s013.t002,horn,brake howl blare furiously man would hit phil n't call_out second
d000.s013.t003,blare,brake howl horn furiously man would hit phil n't call_out second
d000.s013.t004,man,brake howl horn blare furiously would hit phil n't call_out second
d000.s013.t005,hit,brake howl horn blare furiously man would phil n't call_out second
d000.s013.t006,call_out,brake howl horn blare furiously man would hit phil n't second
d000.s013.t007,second,brake howl horn blare furiously man would hit phil n't call_out
d000.s014.t000,shout,involuntary something anybody might without thinking on_the_spur_of_the_moment
d000.s014.t001,involuntary,shout something anybody might without thinking on_the_spur_of_the_moment
d000.s014.t002,do,shout involuntary something anybody might without thinking on_the_spur_of_the_moment
d000.s014.t003,thinking,shout involuntary something anybody might without on_the_spur_of_the_moment
d000.s014.t004,on_the_spur_of_the_moment,shout involuntary something anybody might without thinking
d000.s015.t000,as_a_matter_of_fact,would n't care guy hit
d000.s015.t001,care,as_a_matter_of_fact would n't guy hit
d000.s015.t002,guy,as_a_matter_of_fact would n't care hit
d000.s015.t003,hit,as_a_matter_of_fact would n't care guy
d000.s016.t000,regret,actually open mouth truck come_to stop angry driver jump cab walk back toward
d000.s016.t001,open,actually regret mouth truck come_to stop angry driver jump cab walk back toward
d000.s016.t002,mouth,actually regret open truck come_to stop angry driver jump cab walk back toward
d000.s016.t003,truck,actually regret open mouth come_to stop angry driver jump cab walk back toward
d000.s016.t004,come_to,actually regret open mouth truck stop angry driver jump cab walk back toward
d000.s016.t005,stop,actually regret open mouth truck come_to angry driver jump cab walk back toward
d000.s016.t006,angry,actually regret open mouth truck come_to stop driver jump cab walk back toward
d000.s016.t007,driver,actually regret open mouth truck come_to stop angry jump cab walk back toward
d000.s016.t008,jump,actually regret open mouth truck come_to stop angry driver cab walk back toward
d000.s016.t009,cab,actually regret open mouth truck come_to stop angry driver jump walk back toward
d000.s016.t010,walk,actually regret open mouth truck come_to stop angry driver jump cab back toward
d000.s017.t000,stranger,thank haney profusely one arm around shoulder old friend
d000.s017.t001,thank,stranger haney profusely one arm around shoulder old friend
d000.s017.t002,have,stranger thank haney profusely one arm around shoulder old friend
d000.s017.t003,arm,stranger thank haney profusely one around shoulder old friend
d000.s017.t004,shoulder,stranger thank haney profusely one arm around old friend
d000.s017.t005,old,stranger thank haney profusely one arm around shoulder friend
d000.s017.t006,friend,stranger thank haney profusely one arm around shoulder old
d000.s018.t000,driver,start curse plot together ruin safe record
d000.s018.t001,start,driver curse plot together ruin safe record
d000.s018.t002,curse,driver start plot together ruin safe record
d000.s018.t003,plot,driver start curse together ruin safe record
d000.s018.t004,ruin,driver start curse plot together safe record
d000.s018.t005,safe,driver start curse plot together ruin record
d000.s018.t006,record,driver start curse plot together ruin safe
d000.s019.t000,man,save turn look squarely truck_driver face without say word
d000.s019.t001,save,man turn look squarely truck_driver face without say word
d000.s019.t002,turn,man save look squarely truck_driver face without say word
d000.s019.t003,look,man save turn squarely truck_driver face without say word
d000.s019.t004,truck_driver,man save turn look squarely face without say word
d000.s019.t005,face,man save turn look squarely truck_driver without say word
d000.s019.t006,say,man save turn look squarely truck_driver face without word
d000.s019.t007,word,man save turn look squarely truck_driver face without say
d000.s020.t000,driver,suddenly stop swear turn heel go back truck
d000.s020.t001,stop,suddenly driver swear turn heel go back truck
d000.s020.t002,swear,suddenly driver stop turn heel go back truck
d000.s020.t003,turn,suddenly driver stop swear heel go back truck
d000.s020.t004,heel,suddenly driver stop swear turn go back truck
d000.s020.t005,truck,suddenly driver stop swear turn heel go back
d000.s021.t000,give,haney n't much thought time
d000.s021.t001,much,haney n't give thought time
d000.s021.t002,thought,haney n't give much time
d000.s021.t003,time,haney n't give much thought
d000.s022.t000,recall,clearly wonder truck driver see eye make back
d000.s022.t001,wonder,recall clearly truck driver see eye make back
d000.s022.t002,see,recall clearly wonder truck driver eye make back
d000.s022.t003,eye,recall clearly wonder truck driver see make back
d000.s022.t004,make,recall clearly wonder truck driver see eye back
d000.s023.t000,sort,must look call bluff without say word
d000.s023.t001,look,must sort call bluff without say word
d000.s023.t002,call,must sort look bluff without say word
d000.s023.t003,bluff,must sort look call without say word
d000.s023.t004,say,must sort look call bluff without word
d000.s023.t005,word,must sort look call bluff without say
d000.s024.t000,light,go way go_on across street
d000.s024.t001,go,light way go_on across street
d000.s024.t002,way,light go go_on across street
d000.s024.t003,go_on,light go way across street
d000.s024.t004,street,light go way go_on across
d000.s025.t000,stranger,find_out phil on_the_way one favorite bar insist offer buy drink
d000.s025.t001,find_out,stranger phil on_the_way one favorite bar insist offer buy drink
d000.s025.t002,on_the_way,stranger find_out phil one favorite bar insist offer buy drink
d000.s025.t003,favorite,stranger find_out phil on_the_way one bar insist offer buy drink
d000.s025.t004,bar,stranger find_out phil on_the_way one favorite insist offer buy drink
d000.s025.t005,insist,stranger find_out phil on_the_way one favorite bar offer buy drink
d000.s025.t006,offer,stranger find_out phil on_the_way one favorite bar insist buy drink
d000.s025.t007,buy,stranger find_out phil on_the_way one favorite bar insist offer drink
d000.s025.t008,drink,stranger find_out phil on_the_way one favorite bar insist offer buy
d000.s026.t000,go,phil usually alone keep_to_oneself sit corner pass time nurse favorite grudge
d000.s026.t001,keep_to_oneself,phil usually go alone sit corner pass time nurse favorite grudge
d000.s026.t002,sit,phil usually go alone keep_to_oneself corner pass time nurse favorite grudge
d000.s026.t003,corner,phil usually go alone keep_to_oneself sit pass time nurse favorite grudge
d000.s026.t004,pass,phil usually go alone keep_to_oneself sit corner time nurse favorite grudge
d000.s026.t005,time,phil usually go alone keep_to_oneself sit corner pass nurse favorite grudge
d000.s026.t006,nurse,phil usually go alone keep_to_oneself sit corner pass time favorite grudge
d000.s026.t007,favorite,phil usually go alone keep_to_oneself sit corner pass time nurse grudge
d000.s026.t008,grudge,phil usually go alone keep_to_oneself sit corner pass time nurse favorite
d000.s027.t000,decide,would n't mind company in_return free drink even though make good money job
d000.s027.t001,mind,decide would n't company in_return free drink even though make good money job
d000.s027.t002,company,decide would n't mind in_return free drink even though make good money job
d000.s027.t003,in_return,decide would n't mind company free drink even though make good money job
d000.s027.t004,free,decide would n't mind company in_return drink even though make good money job
d000.s027.t005,drink,decide would n't mind company in_return free even though make good money job
d000.s027.t006,make,decide would n't mind company in_return free drink even though good money job
d000.s027.t007,good,decide would n't mind company in_return free drink even though make money job
d000.s027.t008,money,decide would n't mind company in_return free drink even though make good job
d000.s027.t009,job,decide would n't mind company in_return free drink even though make good money
d000.s029.t000,wonder,worth screwball company
d000.s029.t001,have,wonder worth screwball company
d000.s029.t002,screwball,wonder worth company
d000.s029.t003,company,wonder worth screwball
d000.s030.t000,take,really n't offer seriously begin feel uneasy
d000.s030.t001,offer,really n't take seriously begin feel uneasy
d000.s030.t002,begin,really n't take offer seriously feel uneasy
d000.s030.t003,feel,really n't take offer seriously begin uneasy
d000.s030.t004,uneasy,really n't take offer seriously begin feel
d000.s031.t000,get,finally coughing control realize pete -lrb- give first_name -rrb- still wait answer -- n't even seem wink continue stare
d000.s031.t001,coughing,finally get control realize pete -lrb- give first_name -rrb- still wait answer -- n't even seem wink continue stare
d000.s031.t002,realize,finally get coughing control pete -lrb- give first_name -rrb- still wait answer -- n't even seem wink continue stare
d000.s031.t003,give,finally get coughing control realize pete -lrb- first_name -rrb- still wait answer -- n't even seem wink continue stare
d000.s031.t004,first_name,finally get coughing control realize pete -lrb- give -rrb- still wait answer -- n't even seem wink continue stare
d000.s031.t005,wait,finally get coughing control realize pete -lrb- give first_name -rrb- still answer -- n't even seem wink continue stare
d000.s031.t006,answer,finally get coughing control realize pete -lrb- give first_name -rrb- still wait -- n't even seem wink continue stare
d000.s031.t007,seem,finally get coughing control realize pete -lrb- give first_name -rrb- still wait answer -- n't even wink continue stare
d000.s031.t008,wink,finally get coughing control realize pete -lrb- give first_name -rrb- still wait answer -- n't even seem continue stare
d000.s031.t009,continue,finally get coughing control realize pete -lrb- give first_name -rrb- still wait answer -- n't even seem wink stare
d000.s031.t010,stare,finally get coughing control realize pete -lrb- give first_name -rrb- still wait answer -- n't even seem wink continue
d000.s032.t000,manage,haney weak laugh
d000.s032.t001,weak,haney manage laugh
d000.s032.t002,laugh,haney manage weak
d000.s033.t000,think_of,guess i ca n't anyone pete
d000.s034.t000,thanks,anyhow
d000.s035.t000,faint,crease appear man eyebrow
d000.s035.t001,crease,faint appear man eyebrow
d000.s035.t002,appear,faint crease man eyebrow
d000.s035.t003,man,faint crease appear eyebrow
d000.s035.t004,eyebrow,faint crease appear man
d000.s036.t000,think,i n't take i seriously phil
d000.s036.t001,take,i think n't i seriously phil
d000.s037.t000,mean,i
d000.s038.t000,have,everybody kind grudge
d000.s038.t001,kind,everybody grudge
d000.s038.t002,grudge,everybody kind
d000.s039.t000,hit,i might get truck n't
d000.s039.t001,truck,i might get hit n't
d000.s040.t000,return,i believe favor
d000.s040.t001,favor,i believe return
d000.s041.t000,do,i anything somebody i like
d000.s041.t001,somebody,i anything i like
d000.s041.t002,like,i anything somebody i
d000.s042.t000,cost,wo n't cent phil
d000.s042.t001,cent,wo n't cost phil
d000.s043.t000,go_ahead,try i
d000.s043.t001,try,go_ahead i
d000.s044.t000,rub,phil forehead wearily
d000.s044.t001,forehead,phil rub wearily
d000.s045.t000,begin,feel woolly
d000.s045.t001,feel,begin woolly
d000.s045.t002,woolly,begin feel
d000.s046.t000,humor,maybe would better guy make exit
d000.s046.t001,guy,maybe would better humor make exit
d000.s046.t002,make,maybe would better humor guy exit
d000.s046.t003,exit,maybe would better humor guy make
d000.s047.t000,expect,really n't anything come people
d000.s047.t001,come,really n't expect anything people
d000.s047.t002,few,really n't expect anything come people
d000.s047.t003,people,really n't expect anything come
d000.s048.t000,concede,right finally must know i n't get_along_with landlord
d000.s048.t001,know,right concede finally must i n't get_along_with landlord
d000.s048.t002,get_along_with,right concede finally must know i n't landlord
d000.s048.t003,landlord,right concede finally must know i n't get_along_with
d000.s049.t000,keep,ride i i like listen radio sing i take bath
d000.s049.t001,ride,keep i i like listen radio sing i take bath
d000.s049.t002,like,keep ride i i listen radio sing i take bath
d000.s049.t003,listen,keep ride i i like radio sing i take bath
d000.s049.t004,radio,keep ride i i like listen sing i take bath
d000.s049.t005,sing,keep ride i i like listen radio i take bath
d000.s049.t006,take,keep ride i i like listen radio sing i bath
d000.s049.t007,bath,keep ride i i like listen radio sing i take
d000.s050.t000,say,neighbor complain i n't believe
d000.s050.t001,neighbor,say complain i n't believe
d000.s050.t002,complain,say neighbor i n't believe
d000.s050.t003,believe,say neighbor complain i n't
d000.s051.t000,tell,n't i bother
d000.s051.t001,bother,n't tell i
d000.s052.t000,man,close eye nod
d000.s052.t001,close,man eye nod
d000.s052.t002,eye,man close nod
d000.s052.t003,nod,man close eye
d000.s053.t000,look,seem almost content
d000.s053.t001,seem,look almost content
d000.s053.t002,content,look seem almost
d000.s054.t000,fine,
d000.s055.t000,give,i address
d000.s055.t001,address,give i
d000.s056.t000,take,little time
d000.s056.t001,time,take little
d000.s057.t000,want,i study landlord habit movement first
d000.s057.t001,study,i want landlord habit movement first
d000.s057.t002,landlord,i want study habit movement first
d000.s057.t003,habit,i want study landlord movement first
d000.s057.t004,movement,i want study landlord habit first
d000.s058.t000,see,i always make look_like like accident
d000.s058.t001,make,see i always look_like like accident
d000.s058.t002,look_like,see i always make like accident
d000.s058.t003,accident,see i always make look_like like
d000.s059.t000,suicide,maybe look reasonable
d000.s059.t001,look,maybe suicide reasonable
d000.s059.t002,reasonable,maybe suicide look
d000.s060.t000,trouble,way customer
d000.s060.t001,customer,way trouble
d000.s061.t000,eyebrow,haney fly
d000.s061.t001,fly,haney eyebrow
d000.s062.t000,customer,
d000.s063.t000,smile,pete modestly
d000.s064.t000,line_of_work,say
d000.s064.t001,say,line_of_work
d000.s065.t000,minute,five later haney could make break stranger stand_up nod farewell
d000.s065.t001,make,five minute later haney could break stranger stand_up nod farewell
d000.s065.t002,break,five minute later haney could make stranger stand_up nod farewell
d000.s065.t003,stranger,five minute later haney could make break stand_up nod farewell
d000.s065.t004,stand_up,five minute later haney could make break stranger nod farewell
d000.s065.t005,nod,five minute later haney could make break stranger stand_up farewell
d000.s065.t006,farewell,five minute later haney could make break stranger stand_up nod
d000.s066.t000,watch,haney small wiry man slip door quickly silently feel relieve see nobody else seem notice departure
d000.s066.t001,small,haney watch wiry man slip door quickly silently feel relieve see nobody else seem notice departure
d000.s066.t002,wiry,haney watch small man slip door quickly silently feel relieve see nobody else seem notice departure
d000.s066.t003,man,haney watch small wiry slip door quickly silently feel relieve see nobody else seem notice departure
d000.s066.t004,slip,haney watch small wiry man door quickly silently feel relieve see nobody else seem notice departure
d000.s066.t005,door,haney watch small wiry man slip quickly silently feel relieve see nobody else seem notice departure
d000.s066.t006,feel,haney watch small wiry man slip door quickly silently relieve see nobody else seem notice departure
d000.s066.t007,relieve,haney watch small wiry man slip door quickly silently feel see nobody else seem notice departure
d000.s066.t008,see,haney watch small wiry man slip door quickly silently feel relieve nobody else seem notice departure
d000.s066.t009,seem,haney watch small wiry man slip door quickly silently feel relieve see nobody else notice departure
d000.s066.t010,notice,haney watch small wiry man slip door quickly silently feel relieve see nobody else seem departure
d000.s066.t011,departure,haney watch small wiry man slip door quickly silently feel relieve see nobody else seem notice
d000.s067.t000,decide,phil stay little longer time pass seem strange little man never glass table
d000.s067.t001,stay,phil decide little longer time pass seem strange little man never glass table
d000.s067.t002,time,phil decide stay little longer pass seem strange little man never glass table
d000.s067.t003,pass,phil decide stay little longer time seem strange little man never glass table
d000.s067.t004,seem,phil decide stay little longer time pass strange little man never glass table
d000.s067.t005,strange,phil decide stay little longer time pass seem little man never glass table
d000.s067.t006,little,phil decide stay longer time pass seem strange little man never glass table
d000.s067.t007,man,phil decide stay little longer time pass seem strange little never glass table
d000.s067.t008,other,phil decide stay little longer time pass seem strange little man never glass table
d000.s067.t009,glass,phil decide stay little longer time pass seem strange little man never table
d000.s067.t010,table,phil decide stay little longer time pass seem strange little man never glass
d000.s068.t000,time,midnight return apartment hit_the_sack put whole incident mind fall_asleep
d000.s068.t001,midnight,time return apartment hit_the_sack put whole incident mind fall_asleep
d000.s068.t002,return,time midnight apartment hit_the_sack put whole incident mind fall_asleep
d000.s068.t003,apartment,time midnight return hit_the_sack put whole incident mind fall_asleep
d000.s068.t004,hit_the_sack,time midnight return apartment put whole incident mind fall_asleep
d000.s068.t005,put,time midnight return apartment hit_the_sack whole incident mind fall_asleep
d000.s068.t006,whole,time midnight return apartment hit_the_sack put incident mind fall_asleep
d000.s068.t007,incident,time midnight return apartment hit_the_sack put whole mind fall_asleep
d000.s068.t008,mind,time midnight return apartment hit_the_sack put whole incident fall_asleep
d000.s068.t009,fall_asleep,time midnight return apartment hit_the_sack put whole incident mind
d000.s069.t000,next,day sunday hangover remind haney night
d000.s069.t001,day,next sunday hangover remind haney night
d000.s069.t002,hangover,next day sunday remind haney night
d000.s069.t003,remind,next day sunday hangover haney night
d000.s069.t004,night,next day sunday hangover remind haney
d000.s070.t000,hangover,turn remind conversation weirdy groan
d000.s070.t001,remind,hangover turn conversation weirdy groan
d000.s070.t002,conversation,hangover turn remind weirdy groan
d000.s070.t003,weirdy,hangover turn remind conversation groan
d000.s070.t004,groan,hangover turn remind conversation weirdy
d000.s071.t000,go,aspirin later day pass surly landlord on_the_way -- still alive scowling as_usual tenant burden life
d000.s071.t001,aspirin,go later day pass surly landlord on_the_way -- still alive scowling as_usual tenant burden life
d000.s071.t002,day,go aspirin later pass surly landlord on_the_way -- still alive scowling as_usual tenant burden life
d000.s071.t003,pass,go aspirin later day surly landlord on_the_way -- still alive scowling as_usual tenant burden life
d000.s071.t004,surly,go aspirin later day pass landlord on_the_way -- still alive scowling as_usual tenant burden life
d000.s071.t005,landlord,go aspirin later day pass surly on_the_way -- still alive scowling as_usual tenant burden life
d000.s071.t006,on_the_way,go aspirin later day pass surly landlord -- still alive scowling as_usual tenant burden life
d000.s071.t007,alive,go aspirin later day pass surly landlord on_the_way -- still scowling as_usual tenant burden life
d000.s071.t008,as_usual,go aspirin later day pass surly landlord on_the_way -- still alive scowling tenant burden life
d000.s071.t009,tenant,go aspirin later day pass surly landlord on_the_way -- still alive scowling as_usual burden life
d000.s071.t010,burden,go aspirin later day pass surly landlord on_the_way -- still alive scowling as_usual tenant life
d000.s071.t011,life,go aspirin later day pass surly landlord on_the_way -- still alive scowling as_usual tenant burden
d000.s072.t000,shrug,phil ignore
d000.s072.t001,ignore,phil shrug
d000.s074.t000,landlord,wednesday still alive
d000.s074.t001,alive,wednesday landlord still
d000.s075.t000,of_course,thursday haney mail monthly check separate maintenance wife lolly wish stranger could something
d000.s075.t001,mail,of_course thursday haney monthly check separate maintenance wife lolly wish stranger could something
d000.s075.t002,monthly,of_course thursday haney mail check separate maintenance wife lolly wish stranger could something
d000.s075.t003,check,of_course thursday haney mail monthly separate maintenance wife lolly wish stranger could something
d000.s075.t004,separate,of_course thursday haney mail monthly check maintenance wife lolly wish stranger could something
d000.s075.t005,maintenance,of_course thursday haney mail monthly check separate wife lolly wish stranger could something
d000.s075.t006,wife,of_course thursday haney mail monthly check separate maintenance lolly wish stranger could something
d000.s075.t007,wish,of_course thursday haney mail monthly check separate maintenance wife lolly stranger could something
d000.s075.t008,stranger,of_course thursday haney mail monthly check separate maintenance wife lolly wish could something
d000.s075.t009,do,of_course thursday haney mail monthly check separate maintenance wife lolly wish stranger could something
d000.s076.t000,come,home work startle see police car park front apartment building
d000.s076.t001,home,come work startle see police car park front apartment building
d000.s076.t002,work,come home startle see police car park front apartment building
d000.s076.t003,startle,come home work see police car park front apartment building
d000.s076.t004,see,come home work startle police car park front apartment building
d000.s076.t005,front,come home work startle see police car park apartment building
d000.s077.t000,lobby,inside people stand around talk excitedly
d000.s077.t001,people,inside lobby stand around talk excitedly
d000.s077.t002,stand,inside lobby people around talk excitedly
d000.s077.t003,talk,inside lobby people stand around excitedly
d000.s078.t000,spine,crawl foreboding premonition ask one fellow tenant happen
d000.s078.t001,crawl,spine foreboding premonition ask one fellow tenant happen
d000.s078.t002,foreboding,spine crawl premonition ask one fellow tenant happen
d000.s078.t003,premonition,spine crawl foreboding ask one fellow tenant happen
d000.s078.t004,ask,spine crawl foreboding premonition one fellow tenant happen
d000.s078.t005,fellow,spine crawl foreboding premonition ask one tenant happen
d000.s078.t006,tenant,spine crawl foreboding premonition ask one fellow happen
d000.s078.t007,happen,spine crawl foreboding premonition ask one fellow tenant
d000.s079.t000,landlord,die
d000.s079.t001,die,landlord
d000.s080.t000,afternoon,late seem fall roof obscure errand inspection
d000.s080.t001,seem,late afternoon fall roof obscure errand inspection
d000.s080.t002,fall,late afternoon seem roof obscure errand inspection
d000.s080.t003,roof,late afternoon seem fall obscure errand inspection
d000.s080.t004,obscure,late afternoon seem fall roof errand inspection
d000.s080.t005,errand,late afternoon seem fall roof obscure inspection
d000.s080.t006,inspection,late afternoon seem fall roof obscure errand
d000.s082.t000,nobody,witness fall -- sickening impact body smash pavement outside basement delivery entrance
d000.s082.t001,witness,nobody fall -- sickening impact body smash pavement outside basement delivery entrance
d000.s082.t002,fall,nobody witness -- sickening impact body smash pavement outside basement delivery entrance
d000.s082.t003,sickening,nobody witness fall -- impact body smash pavement outside basement delivery entrance
d000.s082.t004,impact,nobody witness fall -- sickening body smash pavement outside basement delivery entrance
d000.s082.t005,body,nobody witness fall -- sickening impact smash pavement outside basement delivery entrance
d000.s082.t006,smash,nobody witness fall -- sickening impact body pavement outside basement delivery entrance
d000.s082.t007,pavement,nobody witness fall -- sickening impact body smash outside basement delivery entrance
d000.s082.t008,basement,nobody witness fall -- sickening impact body smash pavement outside delivery entrance
d000.s082.t009,delivery,nobody witness fall -- sickening impact body smash pavement outside basement entrance
d000.s082.t010,entrance,nobody witness fall -- sickening impact body smash pavement outside basement delivery
d000.s083.t000,hope,haney nobody notice sudden pallor feel blood drain cheek
d000.s083.t001,nobody,haney hope notice sudden pallor feel blood drain cheek
d000.s083.t002,notice,haney hope nobody sudden pallor feel blood drain cheek
d000.s083.t003,sudden,haney hope nobody notice pallor feel blood drain cheek
d000.s083.t004,pallor,haney hope nobody notice sudden feel blood drain cheek
d000.s083.t005,feel,haney hope nobody notice sudden pallor blood drain cheek
d000.s083.t006,blood,haney hope nobody notice sudden pallor feel drain cheek
d000.s083.t007,drain,haney hope nobody notice sudden pallor feel blood cheek
d000.s083.t008,cheek,haney hope nobody notice sudden pallor feel blood drain
d000.s084.t000,mutter,something terrible walk deliberate slowness elevator
d000.s084.t001,terrible,mutter something walk deliberate slowness elevator
d000.s084.t002,walk,mutter something terrible deliberate slowness elevator
d000.s084.t003,deliberate,mutter something terrible walk slowness elevator
d000.s084.t004,slowness,mutter something terrible walk deliberate elevator
d000.s084.t005,elevator,mutter something terrible walk deliberate slowness
d000.s085.t000,apartment,inside pour drink tremble hand flop limply chair
d000.s085.t001,pour,inside apartment drink tremble hand flop limply chair
d000.s085.t002,drink,inside apartment pour tremble hand flop limply chair
d000.s085.t003,tremble,inside apartment pour drink hand flop limply chair
d000.s085.t004,hand,inside apartment pour drink tremble flop limply chair
d000.s085.t005,flop,inside apartment pour drink tremble hand limply chair
d000.s085.t006,chair,inside apartment pour drink tremble hand flop limply
d000.s086.t000,while,begin feel better especially one bother ask question
d000.s086.t001,begin,feel better especially one bother ask question
d000.s086.t002,feel,begin better especially one bother ask question
d000.s086.t003,bother,begin feel better especially one ask question
d000.s086.t004,ask,begin feel better especially one bother question
d000.s086.t005,question,begin feel better especially one bother ask
d000.s088.t000,convince,still later finally accident -- coincidence
d000.s088.t001,accident,still later finally convince -- coincidence
d000.s088.t002,coincidence,still later finally convince accident --
d000.s089.t000,stranger,really nothing course
d000.s089.t001,have,stranger really nothing course
d000.s089.t002,nothing,stranger really course
d000.s089.t003,do,stranger really nothing course
d000.s090.t000,go_to_bed,haney happy least rid lousy landlord
d000.s090.t001,happy,haney go_to_bed least rid lousy landlord
d000.s090.t002,lousy,haney go_to_bed happy least rid landlord
d000.s090.t003,landlord,haney go_to_bed happy least rid lousy
d000.s091.t000,man,family one suffer everybody better
d000.s091.t001,have,man family one suffer everybody better
d000.s091.t002,family,man one suffer everybody better
d000.s091.t003,suffer,man family one everybody better
d000.s092.t000,say,really nobody kill man favor
d000.s092.t001,kill,really say nobody man favor
d000.s092.t002,man,really say nobody kill favor
d000.s092.t003,favor,really say nobody kill man
d000.s093.t000,think,i n't mean i say
d000.s093.t001,mean,think i n't i say
d000.s093.t002,say,think i n't mean i
d000.s094.t000,stranger,eye large sad phil haney hurt feeling
d000.s094.t001,eye,stranger large sad phil haney hurt feeling
d000.s094.t002,large,stranger eye sad phil haney hurt feeling
d000.s094.t003,sad,stranger eye large phil haney hurt feeling
d000.s094.t004,hurt,stranger eye large sad phil haney feeling
d000.s094.t005,feeling,stranger eye large sad phil haney hurt
d000.s095.t000,recurrent,like annoying dream dream begin take overtone nightmare
d000.s095.t001,annoying,like recurrent dream dream begin take overtone nightmare
d000.s095.t002,dream,like recurrent annoying dream begin take overtone nightmare
d000.s095.t003,dream,like recurrent annoying dream begin take overtone nightmare
d000.s095.t004,begin,like recurrent annoying dream dream take overtone nightmare
d000.s095.t005,overtone,like recurrent annoying dream dream begin take nightmare
d000.s095.t006,nightmare,like recurrent annoying dream dream begin take overtone
d000.s096.t000,know,however haney dream
d000.s096.t001,dream,however haney know
d000.s097.t000,tight,might know
d000.s097.t001,know,might tight
d000.s098.t000,same,bar two week later -- saturday night excuse drink heavier usual
d000.s098.t001,bar,two week later -- saturday night excuse drink heavier usual
d000.s098.t002,week,bar two later -- saturday night excuse drink heavier usual
d000.s098.t003,night,bar two week later -- saturday excuse drink heavier usual
d000.s098.t004,have,bar two week later -- saturday night excuse drink heavier usual
d000.s098.t005,excuse,bar two week later -- saturday night drink heavier usual
d000.s098.t006,drink,bar two week later -- saturday night excuse heavier usual
d000.s098.t007,usual,bar two week later -- saturday night excuse drink heavier
