id,target_word,context_string
d000.s007.t000,use,alimta
d000.s008.t000,use,alimta treat two type cancer pleural mesothelioma cancer lining lung usually cause exposure asbestos
d000.s008.t001,treat,alimta use two type cancer pleural mesothelioma cancer lining lung usually cause exposure asbestos
d000.s008.t002,type,alimta use treat two cancer pleural mesothelioma cancer lining lung usually cause exposure asbestos
d000.s008.t003,cancer,alimta use treat two type pleural mesothelioma cancer lining lung usually cause exposure asbestos
d000.s008.t004,pleural,alimta use treat two type cancer mesothelioma cancer lining lung usually cause exposure asbestos
d000.s008.t005,mesothelioma,alimta use treat two type cancer pleural cancer lining lung usually cause exposure asbestos
d000.s008.t006,cancer,alimta use treat two type pleural mesothelioma cancer lining lung usually cause exposure asbestos
d000.s008.t007,lining,alimta use treat two type cancer pleural mesothelioma cancer lung usually cause exposure asbestos
d000.s008.t008,lung,alimta use treat two type cancer pleural mesothelioma cancer lining usually cause exposure asbestos
d000.s008.t009,usually,alimta use treat two type cancer pleural mesothelioma cancer lining lung cause exposure asbestos
d000.s008.t010,cause,alimta use treat two type cancer pleural mesothelioma cancer lining lung usually exposure asbestos
d000.s008.t011,exposure,alimta use treat two type cancer pleural mesothelioma cancer lining lung usually cause asbestos
d000.s008.t012,asbestos,alimta use treat two type cancer pleural mesothelioma cancer lining lung usually cause exposure
d000.s009.t000,use,alimta together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t001,together_with,alimta use cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t002,anticancer,alimta use together_with cisplatin another medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t003,medicine,alimta use together_with cisplatin another anticancer cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t004,cancer,alimta use together_with cisplatin another anticancer medicine unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t005,remove,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t006,surgery,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t007,alone,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t008,malignant,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t009,spread,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t010,likely,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t011,spread,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t012,easily,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t013,other,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t014,part,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t015,body,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t016,patient,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t017,not,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t018,receive,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t019,chemotherapy,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t020,medicine,alimta use together_with cisplatin another anticancer cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t021,cancer,alimta use together_with cisplatin another anticancer medicine unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t022,advanced,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t023,metastatic,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced non-small cell lung_cancer affect squamous_cell
d000.s009.t024,cell,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small lung_cancer affect squamous_cell
d000.s009.t025,lung_cancer,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell affect squamous_cell
d000.s009.t026,not,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect squamous_cell
d000.s009.t027,affect,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer squamous_cell
d000.s009.t028,squamous_cell,alimta use together_with cisplatin another anticancer medicine cancer unresectable cannot remove surgery alone malignant spread likely spread easily part body patient receive chemotherapy medicine cancer advanced metastatic non-small cell lung_cancer affect
d000.s010.t000,use,alimta combination cisplatin patient treat patient receive another type chemotherapy past
d000.s010.t001,combination,alimta use cisplatin patient treat patient receive another type chemotherapy past
d000.s010.t002,patient,alimta use combination cisplatin treat patient receive another type chemotherapy past
d000.s010.t003,not,alimta use combination cisplatin patient treat patient receive another type chemotherapy past
d000.s010.t004,treat,alimta use combination cisplatin patient patient receive another type chemotherapy past
d000.s010.t005,patient,alimta use combination cisplatin treat patient receive another type chemotherapy past
d000.s010.t006,receive,alimta use combination cisplatin patient treat patient another type chemotherapy past
d000.s010.t007,type,alimta use combination cisplatin patient treat patient receive another chemotherapy past
d000.s010.t008,chemotherapy,alimta use combination cisplatin patient treat patient receive another type past
d000.s010.t009,past,alimta use combination cisplatin patient treat patient receive another type chemotherapy
d000.s011.t000,medicine,obtain prescription
d000.s011.t001,only,medicine obtain prescription
d000.s011.t002,obtain,medicine prescription
d000.s011.t003,prescription,medicine obtain
d000.s012.t000,use,alimta
d000.s013.t000,only,alimta give supervision doctor qualify use anticancer chemotherapy
d000.s013.t001,give,alimta supervision doctor qualify use anticancer chemotherapy
d000.s013.t002,supervision,alimta give doctor qualify use anticancer chemotherapy
d000.s013.t003,doctor,alimta give supervision qualify use anticancer chemotherapy
d000.s013.t004,use,alimta give supervision doctor qualify anticancer chemotherapy
d000.s013.t005,anticancer,alimta give supervision doctor qualify use chemotherapy
d000.s013.t006,chemotherapy,alimta give supervision doctor qualify use anticancer
d000.s014.t000,dose,recommend alimta mg per square_metre body surface_area calculate use patient height weight
d000.s014.t001,mg,recommend dose alimta per square_metre body surface_area calculate use patient height weight
d000.s014.t002,square_metre,recommend dose alimta mg per body surface_area calculate use patient height weight
d000.s014.t003,body,recommend dose alimta mg per square_metre surface_area calculate use patient height weight
d000.s014.t004,surface_area,recommend dose alimta mg per square_metre body calculate use patient height weight
d000.s014.t005,calculate,recommend dose alimta mg per square_metre body surface_area use patient height weight
d000.s014.t006,use,recommend dose alimta mg per square_metre body surface_area calculate patient height weight
d000.s014.t007,patient,recommend dose alimta mg per square_metre body surface_area calculate use height weight
d000.s014.t008,height,recommend dose alimta mg per square_metre body surface_area calculate use patient weight
d000.s014.t009,weight,recommend dose alimta mg per square_metre body surface_area calculate use patient height
d000.s015.t000,give,every three week intravenous infusion last minute
d000.s015.t001,once,give every three week intravenous infusion last minute
d000.s015.t002,every,give three week intravenous infusion last minute
d000.s015.t003,week,give every three intravenous infusion last minute
d000.s015.t004,intravenous,give every three week infusion last minute
d000.s015.t005,infusion,give every three week intravenous last minute
d000.s015.t006,last,give every three week intravenous infusion minute
d000.s015.t007,minute,give every three week intravenous infusion last
d000.s016.t000,reduce,side_effect patient take corticosteroid folic_acid type vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t001,side_effect,reduce patient take corticosteroid folic_acid type vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t002,patient,reduce side_effect take corticosteroid folic_acid type vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t003,take,reduce side_effect patient corticosteroid folic_acid type vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t004,corticosteroid,reduce side_effect patient take folic_acid type vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t005,folic_acid,reduce side_effect patient take corticosteroid type vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t006,type,reduce side_effect patient take corticosteroid folic_acid vitamin receive injection vitamin_b12 treatment alimta
d000.s016.t007,vitamin,reduce side_effect patient take corticosteroid folic_acid type receive injection vitamin_b12 treatment alimta
d000.s016.t008,injection,reduce side_effect patient take corticosteroid folic_acid type vitamin receive vitamin_b12 treatment alimta
d000.s016.t009,vitamin_b12,reduce side_effect patient take corticosteroid folic_acid type vitamin receive injection treatment alimta
d000.s016.t010,treatment,reduce side_effect patient take corticosteroid folic_acid type vitamin receive injection vitamin_b12 alimta
d000.s017.t000,give,alimta cisplatin anti-emetic medicine prevent vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t001,medicine,alimta give cisplatin anti-emetic prevent vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t002,prevent,alimta give cisplatin anti-emetic medicine vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t003,vomit,alimta give cisplatin anti-emetic medicine prevent fluid prevent dehydration also give cisplatin dose
d000.s017.t004,fluid,alimta give cisplatin anti-emetic medicine prevent vomit prevent dehydration also give cisplatin dose
d000.s017.t005,prevent,alimta give cisplatin anti-emetic medicine vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t006,dehydration,alimta give cisplatin anti-emetic medicine prevent vomit fluid prevent also give cisplatin dose
d000.s017.t007,also,alimta give cisplatin anti-emetic medicine prevent vomit fluid prevent dehydration give cisplatin dose
d000.s017.t008,give,alimta cisplatin anti-emetic medicine prevent vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t009,before,alimta give cisplatin anti-emetic medicine prevent vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t010,after,alimta give cisplatin anti-emetic medicine prevent vomit fluid prevent dehydration also give cisplatin dose
d000.s017.t011,dose,alimta give cisplatin anti-emetic medicine prevent vomit fluid prevent dehydration also give cisplatin
d000.s018.t000,treatment,delay discontinue dose reduce patient whose blood_count abnormal certain side_effect
d000.s018.t001,delay,treatment discontinue dose reduce patient whose blood_count abnormal certain side_effect
d000.s018.t002,discontinue,treatment delay dose reduce patient whose blood_count abnormal certain side_effect
d000.s018.t003,dose,treatment delay discontinue reduce patient whose blood_count abnormal certain side_effect
d000.s018.t004,reduce,treatment delay discontinue dose patient whose blood_count abnormal certain side_effect
d000.s018.t005,patient,treatment delay discontinue dose reduce whose blood_count abnormal certain side_effect
d000.s018.t006,blood_count,treatment delay discontinue dose reduce patient whose abnormal certain side_effect
d000.s018.t007,abnormal,treatment delay discontinue dose reduce patient whose blood_count certain side_effect
d000.s018.t008,have,treatment delay discontinue dose reduce patient whose blood_count abnormal certain side_effect
d000.s018.t009,certain,treatment delay discontinue dose reduce patient whose blood_count abnormal side_effect
d000.s018.t010,other,treatment delay discontinue dose reduce patient whose blood_count abnormal certain side_effect
d000.s018.t011,side_effect,treatment delay discontinue dose reduce patient whose blood_count abnormal certain
d000.s019.t000,not,alimta recommend use patient moderate severe kidney problem
d000.s019.t001,recommend,alimta use patient moderate severe kidney problem
d000.s019.t002,use,alimta recommend patient moderate severe kidney problem
d000.s019.t003,patient,alimta recommend use moderate severe kidney problem
d000.s019.t004,moderate,alimta recommend use patient severe kidney problem
d000.s019.t005,severe,alimta recommend use patient moderate kidney problem
d000.s019.t006,kidney,alimta recommend use patient moderate severe problem
d000.s019.t007,problem,alimta recommend use patient moderate severe kidney
d000.s020.t000,more,information see summary product characteristic also part epar
d000.s020.t001,information,see summary product characteristic also part epar
d000.s020.t002,see,information summary product characteristic also part epar
d000.s020.t003,summary,information see product characteristic also part epar
d000.s020.t004,product,information see summary characteristic also part epar
d000.s020.t005,also,information see summary product characteristic part epar
d000.s020.t006,part,information see summary product characteristic also epar
d000.s022.t000,active,substance alimta pemetrex cytotoxic medicine medicine kill cell divide cancer_cell belong_to group antimetabolite
d000.s022.t001,substance,active alimta pemetrex cytotoxic medicine medicine kill cell divide cancer_cell belong_to group antimetabolite
d000.s022.t002,cytotoxic,active substance alimta pemetrex medicine medicine kill cell divide cancer_cell belong_to group antimetabolite
d000.s022.t003,medicine,active substance alimta pemetrex cytotoxic medicine kill cell divide cancer_cell belong_to group antimetabolite
d000.s022.t004,medicine,active substance alimta pemetrex cytotoxic medicine kill cell divide cancer_cell belong_to group antimetabolite
d000.s022.t005,kill,active substance alimta pemetrex cytotoxic medicine medicine cell divide cancer_cell belong_to group antimetabolite
d000.s022.t006,cell,active substance alimta pemetrex cytotoxic medicine medicine kill divide cancer_cell belong_to group antimetabolite
d000.s022.t007,divide,active substance alimta pemetrex cytotoxic medicine medicine kill cell cancer_cell belong_to group antimetabolite
d000.s022.t008,cancer_cell,active substance alimta pemetrex cytotoxic medicine medicine kill cell divide belong_to group antimetabolite
d000.s022.t009,belong_to,active substance alimta pemetrex cytotoxic medicine medicine kill cell divide cancer_cell group antimetabolite
d000.s022.t010,group,active substance alimta pemetrex cytotoxic medicine medicine kill cell divide cancer_cell belong_to antimetabolite
d000.s022.t011,antimetabolite,active substance alimta pemetrex cytotoxic medicine medicine kill cell divide cancer_cell belong_to group
d000.s023.t000,body,pemetrex convert active form block activity enzyme involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t001,convert,body pemetrex active form block activity enzyme involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t002,active,body pemetrex convert form block activity enzyme involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t003,form,body pemetrex convert active block activity enzyme involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t004,block,body pemetrex convert active form activity enzyme involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t005,activity,body pemetrex convert active form block enzyme involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t006,enzyme,body pemetrex convert active form block activity involve produce nucleotide building_block dna rna genetic material cell
d000.s023.t007,involve,body pemetrex convert active form block activity enzyme produce nucleotide building_block dna rna genetic material cell
d000.s023.t008,produce,body pemetrex convert active form block activity enzyme involve nucleotide building_block dna rna genetic material cell
d000.s023.t009,nucleotide,body pemetrex convert active form block activity enzyme involve produce building_block dna rna genetic material cell
d000.s023.t010,building_block,body pemetrex convert active form block activity enzyme involve produce nucleotide dna rna genetic material cell
d000.s023.t011,dna,body pemetrex convert active form block activity enzyme involve produce nucleotide building_block rna genetic material cell
d000.s023.t012,rna,body pemetrex convert active form block activity enzyme involve produce nucleotide building_block dna genetic material cell
d000.s023.t013,genetic,body pemetrex convert active form block activity enzyme involve produce nucleotide building_block dna rna material cell
d000.s023.t014,material,body pemetrex convert active form block activity enzyme involve produce nucleotide building_block dna rna genetic cell
d000.s023.t015,cell,body pemetrex convert active form block activity enzyme involve produce nucleotide building_block dna rna genetic material
d000.s024.t000,study,alimta
d000.s025.t000,treatment,malignant pleural mesothelioma alimta study one main study patient receive chemotherapy disease
d000.s025.t001,malignant,treatment pleural mesothelioma alimta study one main study patient receive chemotherapy disease
d000.s025.t002,pleural,treatment malignant mesothelioma alimta study one main study patient receive chemotherapy disease
d000.s025.t003,mesothelioma,treatment malignant pleural alimta study one main study patient receive chemotherapy disease
d000.s025.t004,study,treatment malignant pleural mesothelioma alimta one main study patient receive chemotherapy disease
d000.s025.t005,main,treatment malignant pleural mesothelioma alimta study one study patient receive chemotherapy disease
d000.s025.t006,study,treatment malignant pleural mesothelioma alimta one main study patient receive chemotherapy disease
d000.s025.t007,patient,treatment malignant pleural mesothelioma alimta study one main study receive chemotherapy disease
d000.s025.t008,not,treatment malignant pleural mesothelioma alimta study one main study patient receive chemotherapy disease
d000.s025.t009,receive,treatment malignant pleural mesothelioma alimta study one main study patient chemotherapy disease
d000.s025.t010,chemotherapy,treatment malignant pleural mesothelioma alimta study one main study patient receive disease
d000.s025.t011,disease,treatment malignant pleural mesothelioma alimta study one main study patient receive chemotherapy
d000.s025.t012,before,treatment malignant pleural mesothelioma alimta study one main study patient receive chemotherapy disease
d000.s026.t000,effect,alimta combination cisplatin compare cisplatin alone
d000.s026.t001,combination,effect alimta cisplatin compare cisplatin alone
d000.s026.t002,compare,effect alimta combination cisplatin cisplatin alone
d000.s026.t003,alone,effect alimta combination cisplatin compare cisplatin
d000.s027.t000,treatment,non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t001,cell,treatment non-small lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t002,lung_cancer,treatment non-small cell effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t003,effect,treatment non-small cell lung_cancer alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t004,compare,treatment non-small cell lung_cancer effect alimta docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t005,anticancer,treatment non-small cell lung_cancer effect alimta compare docetaxel another medicine one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t006,medicine,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer one study involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t007,study,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one involve patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t008,involve,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study patient locally advanced metastatic disease receive chemotherapy past
d000.s027.t009,patient,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve locally advanced metastatic disease receive chemotherapy past
d000.s027.t010,locally,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient advanced metastatic disease receive chemotherapy past
d000.s027.t011,advanced,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally metastatic disease receive chemotherapy past
d000.s027.t012,metastatic,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced disease receive chemotherapy past
d000.s027.t013,disease,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic receive chemotherapy past
d000.s027.t014,receive,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease chemotherapy past
d000.s027.t015,chemotherapy,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive past
d000.s027.t016,past,treatment non-small cell lung_cancer effect alimta compare docetaxel another anticancer medicine one study involve patient locally advanced metastatic disease receive chemotherapy
d000.s028.t000,also,"alimta compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t001,compare,"alimta also gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t002,anticancer,"alimta also compare gemcitabine another medicine combination cisplatin study involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t003,medicine,"alimta also compare gemcitabine another anticancer combination cisplatin study involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t004,combination,"alimta also compare gemcitabine another anticancer medicine cisplatin study involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t005,study,"alimta also compare gemcitabine another anticancer medicine combination cisplatin involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t006,involve,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t007,patient,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 receive chemotherapy lung_cancer past"
d000.s028.t008,not,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient receive chemotherapy lung_cancer past"
d000.s028.t009,receive,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient chemotherapy lung_cancer past"
d000.s028.t010,chemotherapy,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient receive lung_cancer past"
d000.s028.t011,lung_cancer,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient receive chemotherapy past"
d000.s028.t012,past,"alimta also compare gemcitabine another anticancer medicine combination cisplatin study involve 1,725 patient receive chemotherapy lung_cancer"
d000.s029.t000,study,three main measure effectiveness long patient survive
d000.s029.t001,main,three study measure effectiveness long patient survive
d000.s029.t002,measure,three study main effectiveness long patient survive
d000.s029.t003,effectiveness,three study main measure long patient survive
d000.s029.t004,long,three study main measure effectiveness patient survive
d000.s029.t005,patient,three study main measure effectiveness long survive
d000.s029.t006,survive,three study main measure effectiveness long patient
d000.s030.t000,benefit,alimta show study
d000.s030.t001,show,benefit alimta study
d000.s030.t002,study,benefit alimta show
d000.s031.t000,increase,alimta survival time patient malignant pleural mesothelioma
d000.s031.t001,survival,alimta increase time patient malignant pleural mesothelioma
d000.s031.t002,time,alimta increase survival patient malignant pleural mesothelioma
d000.s031.t003,patient,alimta increase survival time malignant pleural mesothelioma
d000.s031.t004,malignant,alimta increase survival time patient pleural mesothelioma
d000.s031.t005,pleural,alimta increase survival time patient malignant mesothelioma
d000.s031.t006,mesothelioma,alimta increase survival time patient malignant pleural
d000.s032.t000,patient,receive alimta cisplatin survive average 12.1 month compare 9.3 month receive cisplatin alone
d000.s032.t001,receive,patient alimta cisplatin survive average 12.1 month compare 9.3 month receive cisplatin alone
d000.s032.t002,survive,patient receive alimta cisplatin average 12.1 month compare 9.3 month receive cisplatin alone
d000.s032.t003,average,patient receive alimta cisplatin survive 12.1 month compare 9.3 month receive cisplatin alone
d000.s032.t004,month,patient receive alimta cisplatin survive average 12.1 compare 9.3 month receive cisplatin alone
d000.s032.t005,compare,patient receive alimta cisplatin survive average 12.1 month 9.3 month receive cisplatin alone
