id,target_word,context_string
d000.s025.t001,stand,ten shirt-sleeved ringer circle one foot ahead prizefighter stance pull rope disappear small hole high ceiling ringing chamber
d000.s025.t002,circle,ten shirt-sleeved ringer stand one foot ahead prizefighter stance pull rope disappear small hole high ceiling ringing chamber
d000.s025.t003,foot,ten shirt-sleeved ringer stand circle one ahead prizefighter stance pull rope disappear small hole high ceiling ringing chamber
d000.s025.t004,ahead,ten shirt-sleeved ringer stand circle one foot prizefighter stance pull rope disappear small hole high ceiling ringing chamber
d000.s025.t005,prizefighter,ten shirt-sleeved ringer stand circle one foot ahead stance pull rope disappear small hole high ceiling ringing chamber
d000.s025.t006,stance,ten shirt-sleeved ringer stand circle one foot ahead prizefighter pull rope disappear small hole high ceiling ringing chamber
d000.s025.t007,pull,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance rope disappear small hole high ceiling ringing chamber
d000.s025.t008,rope,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance pull disappear small hole high ceiling ringing chamber
d000.s025.t009,small,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance pull rope disappear hole high ceiling ringing chamber
d000.s025.t010,hole,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance pull rope disappear small high ceiling ringing chamber
d000.s025.t011,high,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance pull rope disappear small hole ceiling ringing chamber
d000.s025.t012,ceiling,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance pull rope disappear small hole high ringing chamber
d000.s025.t013,chamber,ten shirt-sleeved ringer stand circle one foot ahead prizefighter stance pull rope disappear small hole high ceiling ringing
d000.s026.t000,speak,one snake rope seem make much sound bell muffle ceiling
d000.s026.t001,snake,one speak rope seem make much sound bell muffle ceiling
d000.s026.t002,rope,one speak snake seem make much sound bell muffle ceiling
d000.s026.t003,seem,one speak snake rope make much sound bell muffle ceiling
d000.s026.t004,make,one speak snake rope seem much sound bell muffle ceiling
d000.s026.t005,much,one speak snake rope seem make sound bell muffle ceiling
d000.s026.t006,sound,one speak snake rope seem make much bell muffle ceiling
d000.s026.t007,bell,one speak snake rope seem make much sound muffle ceiling
d000.s026.t008,muffle,one speak snake rope seem make much sound bell ceiling
d000.s026.t009,ceiling,one speak snake rope seem make much sound bell muffle
d000.s027.t000,totally,absorb ringer stare straight ahead use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t001,absorb,totally ringer stare straight ahead use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t002,ringer,totally absorb stare straight ahead use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t003,stare,totally absorb ringer straight ahead use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t004,straight,totally absorb ringer stare ahead use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t005,ahead,totally absorb ringer stare straight use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t006,use,totally absorb ringer stare straight ahead peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t007,peripheral_vision,totally absorb ringer stare straight ahead use call rope-sight watch rope thus time pull
d000.s027.t008,call,totally absorb ringer stare straight ahead use peripheral_vision rope-sight watch rope thus time pull
d000.s027.t009,watch,totally absorb ringer stare straight ahead use peripheral_vision call rope-sight rope thus time pull
d000.s027.t010,other,totally absorb ringer stare straight ahead use peripheral_vision call rope-sight watch rope thus time pull
d000.s027.t011,rope,totally absorb ringer stare straight ahead use peripheral_vision call rope-sight watch thus time pull
d000.s027.t012,thus,totally absorb ringer stare straight ahead use peripheral_vision call rope-sight watch rope time pull
d000.s027.t013,time,totally absorb ringer stare straight ahead use peripheral_vision call rope-sight watch rope thus pull
d000.s027.t014,pull,totally absorb ringer stare straight ahead use peripheral_vision call rope-sight watch rope thus time
d000.s028.t000,far,belfry huge bronze bell mount wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t001,above,far belfry huge bronze bell mount wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t002,belfry,far huge bronze bell mount wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t003,huge,far belfry bronze bell mount wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t004,bronze,far belfry huge bell mount wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t005,bell,far belfry huge bronze mount wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t006,mount,far belfry huge bronze bell wheel swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t007,wheel,far belfry huge bronze bell mount swing madly full degree start end surprisingly inverted mouth-up position
d000.s028.t008,swing,far belfry huge bronze bell mount wheel madly full degree start end surprisingly inverted mouth-up position
d000.s028.t009,madly,far belfry huge bronze bell mount wheel swing full degree start end surprisingly inverted mouth-up position
d000.s028.t010,full,far belfry huge bronze bell mount wheel swing madly degree start end surprisingly inverted mouth-up position
d000.s028.t011,degree,far belfry huge bronze bell mount wheel swing madly full start end surprisingly inverted mouth-up position
d000.s028.t012,start,far belfry huge bronze bell mount wheel swing madly full degree end surprisingly inverted mouth-up position
d000.s028.t013,end,far belfry huge bronze bell mount wheel swing madly full degree start surprisingly inverted mouth-up position
d000.s028.t014,surprisingly,far belfry huge bronze bell mount wheel swing madly full degree start end inverted mouth-up position
d000.s028.t015,inverted,far belfry huge bronze bell mount wheel swing madly full degree start end surprisingly mouth-up position
d000.s028.t016,position,far belfry huge bronze bell mount wheel swing madly full degree start end surprisingly inverted mouth-up
d000.s029.t000,skilled,ringer use wrist advance retard next swing one bell swap place another following change
d000.s029.t001,ringer,skilled use wrist advance retard next swing one bell swap place another following change
d000.s029.t002,use,skilled ringer wrist advance retard next swing one bell swap place another following change
d000.s029.t003,wrist,skilled ringer use advance retard next swing one bell swap place another following change
d000.s029.t004,advance,skilled ringer use wrist retard next swing one bell swap place another following change
d000.s029.t005,retard,skilled ringer use wrist advance next swing one bell swap place another following change
d000.s029.t006,swing,skilled ringer use wrist advance retard next one bell swap place another following change
d000.s029.t007,so,skilled ringer use wrist advance retard next swing one bell swap place another following change
d000.s029.t008,bell,skilled ringer use wrist advance retard next swing one swap place another following change
d000.s029.t009,swap,skilled ringer use wrist advance retard next swing one bell place another following change
d000.s029.t010,place,skilled ringer use wrist advance retard next swing one bell swap another following change
d000.s029.t011,change,skilled ringer use wrist advance retard next swing one bell swap place another following
d000.s030.t000,well-known,detective_story involve church bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t001,detective_story,well-known involve church bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t002,involve,well-known detective_story church bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t003,church,well-known detective_story involve bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t004,bell,well-known detective_story involve church english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t005,english,well-known detective_story involve church bell novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t006,novelist,well-known detective_story involve church bell english dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t007,describe,well-known detective_story involve church bell english novelist dorothy l. sayer ringing passion find satisfaction mathematical completeness mechanical perfection
d000.s030.t008,passion,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing find satisfaction mathematical completeness mechanical perfection
d000.s030.t009,find,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing passion satisfaction mathematical completeness mechanical perfection
d000.s030.t010,satisfaction,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing passion find mathematical completeness mechanical perfection
d000.s030.t011,mathematical,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing passion find satisfaction completeness mechanical perfection
d000.s030.t012,completeness,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical mechanical perfection
d000.s030.t013,mechanical,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness perfection
d000.s030.t014,perfection,well-known detective_story involve church bell english novelist dorothy l. sayer describe ringing passion find satisfaction mathematical completeness mechanical
d000.s031.t000,ringer,add fill solemn intoxication come intricate ritual faultlessly perform
d000.s031.t001,add,ringer fill solemn intoxication come intricate ritual faultlessly perform
d000.s031.t002,fill,ringer add solemn intoxication come intricate ritual faultlessly perform
d000.s031.t003,solemn,ringer add fill intoxication come intricate ritual faultlessly perform
