id,target_word,context_string
d000.s003.t000,advance,see important negotiation run time world leader arrive copenhagen next week
d000.s003.t001,negotiation,see important advance run time world leader arrive copenhagen next week
d000.s003.t002,time,see important advance negotiation run world leader arrive copenhagen next week
d000.s003.t003,world,see important advance negotiation run time leader arrive copenhagen next week
d000.s003.t004,leader,see important advance negotiation run time world arrive copenhagen next week
d000.s003.t005,copenhagen,see important advance negotiation run time world leader arrive next week
d000.s003.t006,week,see important advance negotiation run time world leader arrive copenhagen next
d000.s004.t000,working_group,forge u.n. ad-hoc text silent much money rich country would give poor one cope global_warming short long term
d000.s004.t001,text,forge u.n. ad-hoc working_group silent much money rich country would give poor one cope global_warming short long term
d000.s004.t002,money,forge u.n. ad-hoc working_group text silent much rich country would give poor one cope global_warming short long term
d000.s004.t003,country,forge u.n. ad-hoc working_group text silent much money rich would give poor one cope global_warming short long term
d000.s004.t004,one,forge u.n. ad-hoc working_group text silent much money rich country would give poor cope global_warming short long term
d000.s004.t005,global_warming,forge u.n. ad-hoc working_group text silent much money rich country would give poor one cope short long term
d000.s004.t006,term,forge u.n. ad-hoc working_group text silent much money rich country would give poor one cope global_warming short long
d000.s005.t000,range,provide option key question include developed major emerge economy would cut carbon output would upper_limit global temperature rise policymaker would willing tolerate
d000.s005.t001,option,provide range key question include developed major emerge economy would cut carbon output would upper_limit global temperature rise policymaker would willing tolerate
d000.s005.t002,question,provide range option key include developed major emerge economy would cut carbon output would upper_limit global temperature rise policymaker would willing tolerate
d000.s005.t003,upper_limit,provide range option key question include developed major emerge economy would cut carbon output would global temperature rise policymaker would willing tolerate
d000.s005.t004,temperature,provide range option key question include developed major emerge economy would cut carbon output would upper_limit global rise policymaker would willing tolerate
d000.s005.t005,rise,provide range option key question include developed major emerge economy would cut carbon output would upper_limit global temperature policymaker would willing tolerate
d000.s006.t000,lot,give flexibility process say john coequyt senior washington representative sierra club
d000.s006.t001,flexibility,give lot process say john coequyt senior washington representative sierra club
d000.s006.t002,process,give lot flexibility say john coequyt senior washington representative sierra club
d000.s006.t003,washington,give lot flexibility process say john coequyt senior representative sierra club
d000.s006.t004,representative,give lot flexibility process say john coequyt senior washington sierra club
d000.s007.t000,document,michael zammit cutajar draft six-page boil 180-page negotiation text focus u.n. top climate official yvo de boer describe big picture
d000.s007.t001,negotiation,michael zammit cutajar draft six-page document boil 180-page text focus u.n. top climate official yvo de boer describe big picture
d000.s007.t002,text,michael zammit cutajar draft six-page document boil 180-page negotiation focus u.n. top climate official yvo de boer describe big picture
d000.s007.t003,climate,michael zammit cutajar draft six-page document boil 180-page negotiation text focus u.n. top official yvo de boer describe big picture
d000.s007.t004,official,michael zammit cutajar draft six-page document boil 180-page negotiation text focus u.n. top climate yvo de boer describe big picture
d000.s007.t005,picture,michael zammit cutajar draft six-page document boil 180-page negotiation text focus u.n. top climate official yvo de boer describe big
d000.s008.t000,outline,show possible deal industrial nation would collectively cut emission percent compare level major developing_country would reduce period percent
d000.s008.t001,deal,show outline possible industrial nation would collectively cut emission percent compare level major developing_country would reduce period percent
d000.s008.t002,emission,show outline possible deal industrial nation would collectively cut percent compare level major developing_country would reduce period percent
d000.s008.t003,percent,show outline possible deal industrial nation would collectively cut emission compare level major developing_country would reduce period percent
d000.s008.t004,level,show outline possible deal industrial nation would collectively cut emission percent compare major developing_country would reduce period percent
d000.s008.t005,developing_country,show outline possible deal industrial nation would collectively cut emission percent compare level major would reduce period percent
d000.s008.t006,period,show outline possible deal industrial nation would collectively cut emission percent compare level major developing_country would reduce percent
d000.s008.t007,percent,show outline possible deal industrial nation would collectively cut emission compare level major developing_country would reduce period percent
d000.s009.t000,country,together would cut emission percent
d000.s009.t001,emission,together country would cut percent
d000.s009.t002,percent,together country would cut emission
d000.s010.t000,european_union,give talk boost well friday pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t001,talk,european_union give boost well friday pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t002,boost,european_union give talk well friday pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t003,friday,european_union give talk boost well pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t004,year,european_union give talk boost well friday pledge provide 3.6 billion next three year help poorer country adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t005,year,european_union give talk boost well friday pledge provide 3.6 billion next three year help poorer country adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t006,country,european_union give talk boost well friday pledge provide 3.6 billion year next three year help poorer adapt impact climate_change -- cope flood drought avoid deforestation
d000.s010.t007,impact,european_union give talk boost well friday pledge provide 3.6 billion year next three year help poorer country adapt climate_change -- cope flood drought avoid deforestation
d000.s010.t008,climate_change,european_union give talk boost well friday pledge provide 3.6 billion year next three year help poorer country adapt impact -- cope flood drought avoid deforestation
d000.s010.t009,flood,european_union give talk boost well friday pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope drought avoid deforestation
d000.s010.t010,drought,european_union give talk boost well friday pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope flood avoid deforestation
d000.s010.t011,deforestation,european_union give talk boost well friday pledge provide 3.6 billion year next three year help poorer country adapt impact climate_change -- cope flood drought avoid
d000.s011.t000,friday,still feature sort verbal firework dominate talk past week
d000.s011.t001,sort,still friday feature verbal firework dominate talk past week
d000.s011.t002,talk,still friday feature sort verbal firework dominate past week
d000.s011.t003,week,still friday feature sort verbal firework dominate talk past
d000.s012.t000,u.s.,special climate envoy todd stern reject language require binding cut greenhouse-gas emission industrialized country compare voluntary one major emerge economy fund developed world
d000.s012.t001,climate,u.s. special envoy todd stern reject language require binding cut greenhouse-gas emission industrialized country compare voluntary one major emerge economy fund developed world
d000.s012.t002,envoy,u.s. special climate todd stern reject language require binding cut greenhouse-gas emission industrialized country compare voluntary one major emerge economy fund developed world
d000.s012.t003,language,u.s. special climate envoy todd stern reject require binding cut greenhouse-gas emission industrialized country compare voluntary one major emerge economy fund developed world
d000.s012.t004,cut,u.s. special climate envoy todd stern reject language require binding greenhouse-gas emission industrialized country compare voluntary one major emerge economy fund developed world
d000.s012.t005,emission,u.s. special climate envoy todd stern reject language require binding cut greenhouse-gas industrialized country compare voluntary one major emerge economy fund developed world
d000.s012.t006,one,u.s. special climate envoy todd stern reject language require binding cut greenhouse-gas emission industrialized country compare voluntary major emerge economy fund developed world
d000.s013.t000,move,signal obama administration take hard_line china bush_administration official two year ago
d000.s013.t001,hard_line,move signal obama administration take china bush_administration official two year ago
d000.s013.t002,china,move signal obama administration take hard_line bush_administration official two year ago
d000.s013.t003,bush_administration,move signal obama administration take hard_line china official two year ago
d000.s013.t004,official,move signal obama administration take hard_line china bush_administration two year ago
d000.s013.t005,year,move signal obama administration take hard_line china bush_administration official two ago
d000.s014.t000,united_states,go deal without major developing_country step take action say stern also complain text enough make sure cut could verify outside observer
d000.s014.t001,deal,united_states go without major developing_country step take action say stern also complain text enough make sure cut could verify outside observer
d000.s014.t002,developing_country,united_states go deal without major step take action say stern also complain text enough make sure cut could verify outside observer
d000.s014.t003,action,united_states go deal without major developing_country step take say stern also complain text enough make sure cut could verify outside observer
d000.s014.t004,text,united_states go deal without major developing_country step take action say stern also complain enough make sure cut could verify outside observer
d000.s014.t005,cut,united_states go deal without major developing_country step take action say stern also complain text enough make sure could verify outside observer
d000.s014.t006,observer,united_states go deal without major developing_country step take action say stern also complain text enough make sure cut could verify outside
d000.s015.t000,comment,stern make hour chinese vice foreign_minister yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t001,hour,stern make comment chinese vice foreign_minister yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t002,foreign_minister,stern make comment hour chinese vice yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t003,america,stern make comment hour chinese vice foreign_minister yafeus say top climate negotiator either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t004,climate,stern make comment hour chinese vice foreign_minister yafeus say america top negotiator either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t005,negotiator,stern make comment hour chinese vice foreign_minister yafeus say america top climate either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t006,common_sense,stern make comment hour chinese vice foreign_minister yafeus say america top climate negotiator either lack extremely irresponsible say earlier week united_states would help china financially cope global_warming
d000.s015.t007,week,stern make comment hour chinese vice foreign_minister yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier united_states would help china financially cope global_warming
d000.s015.t008,united_states,stern make comment hour chinese vice foreign_minister yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier week would help china financially cope global_warming
d000.s015.t009,china,stern make comment hour chinese vice foreign_minister yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier week united_states would help financially cope global_warming
d000.s015.t010,global_warming,stern make comment hour chinese vice foreign_minister yafeus say america top climate negotiator either lack common_sense extremely irresponsible say earlier week united_states would help china financially cope
d000.s016.t000,trajectory,future economic world major_power stake fault_line erupt within develop world industrial world emerge economy
d000.s016.t001,world,future economic trajectory major_power stake fault_line erupt within develop world industrial world emerge economy
d000.s016.t002,major_power,future economic trajectory world stake fault_line erupt within develop world industrial world emerge economy
d000.s016.t003,fault_line,future economic trajectory world major_power stake erupt within develop world industrial world emerge economy
d000.s017.t000,battle,current much save individual economy save planet china united_states feud respective obligation poorer nation insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t001,economy,current battle much save individual save planet china united_states feud respective obligation poorer nation insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t002,planet,current battle much save individual economy save china united_states feud respective obligation poorer nation insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t003,china,current battle much save individual economy save planet united_states feud respective obligation poorer nation insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t004,united_states,current battle much save individual economy save planet china feud respective obligation poorer nation insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t005,obligation,current battle much save individual economy save planet china united_states feud respective poorer nation insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t006,nation,current battle much save individual economy save planet china united_states feud respective obligation poorer insist world two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t007,world,current battle much save individual economy save planet china united_states feud respective obligation poorer nation insist two_dozen influential country ignore scientific imperative take bolder action
d000.s017.t008,two_dozen,current battle much save individual economy save planet china united_states feud respective obligation poorer nation insist world influential country ignore scientific imperative take bolder action
d000.s017.t009,country,current battle much save individual economy save planet china united_states feud respective obligation poorer nation insist world two_dozen influential ignore scientific imperative take bolder action
d000.s017.t010,imperative,current battle much save individual economy save planet china united_states feud respective obligation poorer nation insist world two_dozen influential country ignore scientific take bolder action
d000.s017.t011,action,current battle much save individual economy save planet china united_states feud respective obligation poorer nation insist world two_dozen influential country ignore scientific imperative take bolder
d000.s018.t000,delegate,ricardo ulate costa rican say surprising major_power fight bear cost curb greenhouse_gas even vulnerable country become aggressive seek hold big emitter accountable action
d000.s018.t001,major_power,ricardo ulate costa rican delegate say surprising fight bear cost curb greenhouse_gas even vulnerable country become aggressive seek hold big emitter accountable action
d000.s018.t002,cost,ricardo ulate costa rican delegate say surprising major_power fight bear curb greenhouse_gas even vulnerable country become aggressive seek hold big emitter accountable action
d000.s018.t003,greenhouse_gas,ricardo ulate costa rican delegate say surprising major_power fight bear cost curb even vulnerable country become aggressive seek hold big emitter accountable action
d000.s018.t004,country,ricardo ulate costa rican delegate say surprising major_power fight bear cost curb greenhouse_gas even vulnerable become aggressive seek hold big emitter accountable action
d000.s018.t005,action,ricardo ulate costa rican delegate say surprising major_power fight bear cost curb greenhouse_gas even vulnerable country become aggressive seek hold big emitter accountable
d000.s019.t000,game,clearly new economic hegemony develop say ulate also serve regional mexico central_america climate_change adviser conservation international
d000.s019.t001,hegemony,clearly game new economic develop say ulate also serve regional mexico central_america climate_change adviser conservation international
d000.s019.t002,mexico,clearly game new economic hegemony develop say ulate also serve regional central_america climate_change adviser conservation international
d000.s019.t003,central_america,clearly game new economic hegemony develop say ulate also serve regional mexico climate_change adviser conservation international
d000.s019.t004,climate_change,clearly game new economic hegemony develop say ulate also serve regional mexico central_america adviser conservation international
d000.s019.t005,adviser,clearly game new economic hegemony develop say ulate also serve regional mexico central_america climate_change conservation international
d000.s020.t000,country,vulnerable impact climate_change indicate would continue push legally bind treaty copenhagen although major participant say talk produce political deal best
d000.s020.t001,impact,country vulnerable climate_change indicate would continue push legally bind treaty copenhagen although major participant say talk produce political deal best
d000.s020.t002,climate_change,country vulnerable impact indicate would continue push legally bind treaty copenhagen although major participant say talk produce political deal best
d000.s020.t003,treaty,country vulnerable impact climate_change indicate would continue push legally bind copenhagen although major participant say talk produce political deal best
d000.s020.t004,copenhagen,country vulnerable impact climate_change indicate would continue push legally bind treaty although major participant say talk produce political deal best
d000.s020.t005,participant,country vulnerable impact climate_change indicate would continue push legally bind treaty copenhagen although major say talk produce political deal best
d000.s020.t006,talk,country vulnerable impact climate_change indicate would continue push legally bind treaty copenhagen although major participant say produce political deal best
d000.s020.t007,deal,country vulnerable impact climate_change indicate would continue push legally bind treaty copenhagen although major participant say talk produce political best
d000.s021.t000,member,alliance small island state produce 24-page draft treaty proposal early friday morning
d000.s021.t001,draft,alliance small island state member produce 24-page treaty proposal early friday morning
d000.s021.t002,treaty,alliance small island state member produce 24-page draft proposal early friday morning
d000.s021.t003,proposal,alliance small island state member produce 24-page draft treaty early friday morning
d000.s021.t004,friday,alliance small island state member produce 24-page draft treaty proposal early morning
d000.s021.t005,morning,alliance small island state member produce 24-page draft treaty proposal early friday
d000.s022.t000,climate,artur runge-metzger head international negotiation behalf european commission say push small island nation put political pressure entire political process part unify demand action emerge economy china india
d000.s022.t001,negotiation,artur runge-metzger head international climate behalf european commission say push small island nation put political pressure entire political process part unify demand action emerge economy china india
d000.s022.t002,behalf,artur runge-metzger head international climate negotiation european commission say push small island nation put political pressure entire political process part unify demand action emerge economy china india
d000.s022.t003,push,artur runge-metzger head international climate negotiation behalf european commission say small island nation put political pressure entire political process part unify demand action emerge economy china india
d000.s022.t004,pressure,artur runge-metzger head international climate negotiation behalf european commission say push small island nation put political entire political process part unify demand action emerge economy china india
d000.s022.t005,process,artur runge-metzger head international climate negotiation behalf european commission say push small island nation put political pressure entire political part unify demand action emerge economy china india
d000.s022.t006,action,artur runge-metzger head international climate negotiation behalf european commission say push small island nation put political pressure entire political process part unify demand emerge economy china india
d000.s022.t007,china,artur runge-metzger head international climate negotiation behalf european commission say push small island nation put political pressure entire political process part unify demand action emerge economy india
d000.s022.t008,india,artur runge-metzger head international climate negotiation behalf european commission say push small island nation put political pressure entire political process part unify demand action emerge economy china
d000.s023.t000,talk,take new urgency delegate focus fact must resolve outstanding issue head government arrive strike deal
d000.s023.t001,urgency,talk take new delegate focus fact must resolve outstanding issue head government arrive strike deal
d000.s023.t002,delegate,talk take new urgency focus fact must resolve outstanding issue head government arrive strike deal
d000.s023.t003,fact,talk take new urgency delegate focus must resolve outstanding issue head government arrive strike deal
d000.s023.t004,issue,talk take new urgency delegate focus fact must resolve outstanding head government arrive strike deal
d000.s023.t005,deal,talk take new urgency delegate focus fact must resolve outstanding issue head government arrive strike
d000.s024.t000,official,high-level indian environment minister jairam ramesh chinese vice minister step plane race bellum center hall closed-door meeting news_conference could stake claim arbitrate next week
d000.s024.t001,minister,high-level official indian environment jairam ramesh chinese vice minister step plane race bellum center hall closed-door meeting news_conference could stake claim arbitrate next week
d000.s024.t002,plane,high-level official indian environment minister jairam ramesh chinese vice minister step race bellum center hall closed-door meeting news_conference could stake claim arbitrate next week
d000.s024.t003,hall,high-level official indian environment minister jairam ramesh chinese vice minister step plane race bellum center closed-door meeting news_conference could stake claim arbitrate next week
d000.s024.t004,meeting,high-level official indian environment minister jairam ramesh chinese vice minister step plane race bellum center hall closed-door news_conference could stake claim arbitrate next week
d000.s024.t005,news_conference,high-level official indian environment minister jairam ramesh chinese vice minister step plane race bellum center hall closed-door meeting could stake claim arbitrate next week
d000.s024.t006,claim,high-level official indian environment minister jairam ramesh chinese vice minister step plane race bellum center hall closed-door meeting news_conference could stake arbitrate next week
d000.s024.t007,week,high-level official indian environment minister jairam ramesh chinese vice minister step plane race bellum center hall closed-door meeting news_conference could stake claim arbitrate next
d000.s025.t000,gathering,"sheer sprawl -- 13,000 people move convention center day guitar-playing activist put nightly show mock country think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t001,people,"sheer sprawl gathering -- 13,000 move convention center day guitar-playing activist put nightly show mock country think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t002,day,"sheer sprawl gathering -- 13,000 people move convention center guitar-playing activist put nightly show mock country think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t003,activist,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing put nightly show mock country think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t004,show,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly mock country think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t005,country,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly show mock think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t006,draft,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly show mock country think sell proposal pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t007,proposal,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly show mock country think sell draft pass hand-to-hand paper rather via e-mail -- pose challenge"
d000.s025.t008,paper,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly show mock country think sell draft proposal pass hand-to-hand rather via e-mail -- pose challenge"
d000.s025.t009,e-mail,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly show mock country think sell draft proposal pass hand-to-hand paper rather via -- pose challenge"
d000.s025.t010,challenge,"sheer sprawl gathering -- 13,000 people move convention center day guitar-playing activist put nightly show mock country think sell draft proposal pass hand-to-hand paper rather via e-mail -- pose"
d000.s026.t000,intensity,build nearly key minister early wednesday head government copenhagen
d000.s026.t001,minister,intensity build nearly key early wednesday head government copenhagen
d000.s026.t002,wednesday,intensity build nearly key minister early head government copenhagen
d000.s026.t003,copenhagen,intensity build nearly key minister early wednesday head government
d000.s027.t000,big_league,get say carlo manuel rodriguez vice_president global policy conservation international
d000.s027.t001,vice_president,get big_league say carlo manuel rodriguez global policy conservation international
d000.s027.t002,policy,get big_league say carlo manuel rodriguez vice_president global conservation international
d000.s028.t000,heavyweight,come
d001.s000.t000,victory,baskonium give away israel
d001.s000.t001,israel,baskonium give away victory
d001.s001.t000,victory,caja laboral achieve stunning 82-91 visit maccabee electra court despite dusko ivanovic team heavy loss great performance mizra teltovic best team eight three-pointer score point top group
d001.s001.t001,visit,caja laboral achieve stunning 82-91 victory maccabee electra court despite dusko ivanovic team heavy loss great performance mizra teltovic best team eight three-pointer score point top group
d001.s001.t002,team,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic heavy loss great performance mizra teltovic best team eight three-pointer score point top group
d001.s001.t003,loss,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic team heavy great performance mizra teltovic best team eight three-pointer score point top group
d001.s001.t004,performance,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic team heavy loss great mizra teltovic best team eight three-pointer score point top group
d001.s001.t005,team,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic heavy loss great performance mizra teltovic best team eight three-pointer score point top group
d001.s001.t006,point,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic team heavy loss great performance mizra teltovic best team eight three-pointer score top group
d001.s001.t007,top,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic team heavy loss great performance mizra teltovic best team eight three-pointer score point group
d001.s001.t008,group,caja laboral achieve stunning 82-91 victory visit maccabee electra court despite dusko ivanovic team heavy loss great performance mizra teltovic best team eight three-pointer score point top
d001.s002.t000,team,vitorian know make significant absence herrmann oleson huerta micov big dose involvement teamwork even though hold end take victory
d001.s002.t001,absence,vitorian team know make significant herrmann oleson huerta micov big dose involvement teamwork even though hold end take victory
d001.s002.t002,involvement,vitorian team know make significant absence herrmann oleson huerta micov big dose teamwork even though hold end take victory
d001.s002.t003,teamwork,vitorian team know make significant absence herrmann oleson huerta micov big dose involvement even though hold end take victory
d001.s002.t004,end,vitorian team know make significant absence herrmann oleson huerta micov big dose involvement teamwork even though hold take victory
d001.s002.t005,victory,vitorian team know make significant absence herrmann oleson huerta micov big dose involvement teamwork even though hold end take
d001.s003.t000,success,additionally huge sideline three pointer score lot final triumph
d001.s003.t001,sideline,additionally huge success three pointer score lot final triumph
d001.s003.t002,lot,additionally huge success sideline three pointer score final triumph
d001.s003.t003,triumph,additionally huge success sideline three pointer score lot final
d001.s004.t000,game,start favor azulgrana put ahead scoreboard start
d001.s004.t001,favor,game start azulgrana put ahead scoreboard start
d001.s004.t002,scoreboard,game start favor azulgrana put ahead start
d001.s004.t003,start,game favor azulgrana put ahead scoreboard start
d001.s005.t000,basket,vitora first four perimeter speculation already jump israeli net hot wrist
d001.s005.t001,perimeter,vitora first four basket speculation already jump israeli net hot wrist
d001.s005.t002,speculation,vitora first four basket perimeter already jump israeli net hot wrist
d001.s005.t003,net,vitora first four basket perimeter speculation already jump israeli hot wrist
d001.s005.t004,wrist,vitora first four basket perimeter speculation already jump israeli net hot
d001.s006.t000,scorer,english teletovic main 18-20 end first_period
d001.s006.t001,end,english teletovic main scorer 18-20 first_period
d001.s006.t002,first_period,english teletovic main scorer 18-20 end
d001.s007.t000,quarter,second alavan team opt inside game barac work eliyahu greet whistle applause return home continue increase lead half-time 34-43
d001.s007.t001,team,second quarter alavan opt inside game barac work eliyahu greet whistle applause return home continue increase lead half-time 34-43
d001.s007.t002,game,second quarter alavan team opt inside barac work eliyahu greet whistle applause return home continue increase lead half-time 34-43
d001.s007.t003,work,second quarter alavan team opt inside game barac eliyahu greet whistle applause return home continue increase lead half-time 34-43
d001.s007.t004,whistle,second quarter alavan team opt inside game barac work eliyahu greet applause return home continue increase lead half-time 34-43
d001.s007.t005,applause,second quarter alavan team opt inside game barac work eliyahu greet whistle return home continue increase lead half-time 34-43
d001.s007.t006,return,second quarter alavan team opt inside game barac work eliyahu greet whistle applause home continue increase lead half-time 34-43
d001.s007.t007,home,second quarter alavan team opt inside game barac work eliyahu greet whistle applause return continue increase lead half-time 34-43
d001.s007.t008,lead,second quarter alavan team opt inside game barac work eliyahu greet whistle applause return home continue increase half-time 34-43
d001.s008.t000,team,teletovic already begin stand best point even though splitter six fewer point already signal n't go best night brazilian
d001.s008.t001,point,teletovic already begin stand best team even though splitter six fewer point already signal n't go best night brazilian
d001.s008.t002,point,teletovic already begin stand best team even though splitter six fewer point already signal n't go best night brazilian
d001.s008.t003,night,teletovic already begin stand best team point even though splitter six fewer point already signal n't go best brazilian
d001.s009.t000,game,despite head halftime decidedand maccabee try remind vitorian anybody win court hand elia put pressure manage get involve game
d001.s009.t001,halftime,game despite head decidedand maccabee try remind vitorian anybody win court hand elia put pressure manage get involve game
d001.s009.t002,hand,game despite head halftime decidedand maccabee try remind vitorian anybody win court elia put pressure manage get involve game
d001.s009.t003,pressure,game despite head halftime decidedand maccabee try remind vitorian anybody win court hand elia put manage get involve game
d001.s009.t004,game,despite head halftime decidedand maccabee try remind vitorian anybody win court hand elia put pressure manage get involve game
d001.s010.t000,role,eidson pninus play decisive yellow return light
d001.s010.t001,return,eidson pninus play decisive role yellow light
d001.s010.t002,light,eidson pninus play decisive role yellow return
d001.s011.t000,disadvantage,
d001.s012.t000,player,ivanovic injured far dead need run couple play correctly could breathe machine gun marza teletovic arrive three almost consecutive three-pointer help english riba bring scoreboard back reassuring lead 54-67 home team manage narrow end third quarter 57-67
d001.s012.t001,couple,ivanovic player injured far dead need run play correctly could breathe machine gun marza teletovic arrive three almost consecutive three-pointer help english riba bring scoreboard back reassuring lead 54-67 home team manage narrow end third quarter 57-67
d001.s012.t002,play,ivanovic player injured far dead need run couple correctly could breathe machine gun marza teletovic arrive three almost consecutive three-pointer help english riba bring scoreboard back reassuring lead 54-67 home team manage narrow end third quarter 57-67
d001.s012.t003,help,ivanovic player injured far dead need run couple play correctly could breathe machine gun marza teletovic arrive three almost consecutive three-pointer english riba bring scoreboard back reassuring lead 54-67 home team manage narrow end third quarter 57-67
